Site no,PCTID,PCTAssignmentCategory,ElevationInMeters,annualRainfallInMillimeters,annualMeanTemperatureInCelsius
EA_CT75,3174,Primary,81.1,1514.68,16.95
ENG20C3L,3174,Primary,114.1,1505.09,17.56
FF_PP008,3174,Primary,49.8,1552.05,18.32
FF_PP033,3174,Primary,167.34,1632.36,18
FF_PP090,3174,Primary,106.53,1539.8,17.85
FF_SED007,3174,Primary,176.79,1799.72,17.49
FF_SED007C,3174,Primary,130.21,1585.99,17.02
FF_SED007E,3174,Primary,227.97,1732.46,17.09
FF_SED008,3174,Primary,173.05,1691.54,17.21
FF_SED008B,3174,Primary,238.28,1713.86,16.83
FF_SED025B,3174,Primary,250.05,1713.65,16.92
FF_SED027B,3174,Primary,134.8,1574.54,17.59
FF_SED031,3174,Primary,122.57,1522.8,17.87
FF_SED052,3174,Primary,56.65,1452.25,18.48
FF_SED079B,3174,Primary,102,1742.65,17.59
GHD02Q1F,3174,Primary,24.75,1463.38,17.18
IV03048A,3174,Primary,80.36,1459.98,18.22
LNE07001,3174,Primary,112.47,1530.06,17.84
LNE10021,3174,Primary,69.56,1215.88,16.7
LNE13012,3174,Primary,186.25,1487.97,17.73
LNE13013,3174,Primary,97.27,1624.88,17.57
LNE13028,3174,Primary,217.51,1579.34,17.38
MCK042,3174,Primary,13.63,1386,18.34
MCK048,3174,Primary,32.74,1405.27,18.29
MCK049,3174,Primary,32.01,1411.11,18.24
MCK56C1F,3174,Primary,37.81,1441.33,18.18
MNE13F7S,3174,Primary,173.29,1635.96,17.23
MNE16A7F,3174,Primary,8.37,1564.66,18.51
NAM-006,3174,Primary,70.96,1490.37,18.09
NAM-012,3174,Primary,162.96,1561.9,17.19
NAM-018,3174,Primary,75,1424.77,18.18
NAM-021,3174,Primary,154.25,1750.42,16.83
NAM-023,3174,Primary,254.17,1566.57,17.4
NAM-038,3174,Primary,13.28,1513.97,18.21
NAM-040,3174,Primary,8.38,1469.68,18.35
NAM-046,3174,Primary,75.48,1318.5,18.18
NAM-049,3174,Primary,36.45,1302.85,18.1
NAM-055,3174,Primary,68.92,1329.47,17.77
NCMOO004,3174,Primary,184.35,2016.26,18.58
NCPP0178,3174,Primary,177.97,1498.11,18.23
NCWOL001,3174,Primary,308.96,1846.25,17.7
NEF1048,3174,Primary,68.53,1459.91,18.21
NEF1087,3174,Primary,189.33,1383.54,17.93
NEF2097,3174,Primary,167.46,2098.55,18.14
NEF4006,3174,Primary,45.66,1324.13,17.69
NEF5057,3174,Primary,159.22,1535.71,17.31
NEF5061,3174,Primary,79.5,1780.4,17.1
NEF5084,3174,Primary,206.43,1575.07,16.44
NEF5094,3174,Primary,14.36,1584.17,18.21
NEF6008,3174,Primary,100.84,1523.14,16.87
NEF6105,3174,Primary,163.75,1601.48,16.5
NEF6112,3174,Primary,74.77,1612.59,16.49
NEF7018,3174,Primary,112.86,1556.27,17.91
NRAC248,3174,Primary,193.51,2313.51,17.86
NUBAG064,3174,Primary,160.38,1537.69,17.28
NUBAG153,3174,Primary,152.45,1477.31,17.07
NUCON055,3174,Primary,227.34,1476.93,17.05
NULOW054,3174,Primary,119.02,1552.82,17.77
NULOW059,3174,Primary,102.64,1562.52,17.78
NUNAM158,3174,Primary,51.5,1501.79,18.01
NUNEW015,3174,Primary,5.12,1556.9,18.3
NUNEW033,3174,Primary,39.5,1652.83,17.84
NUNEW053,3174,Primary,111.44,1329.5,18.07
NUORE156,3174,Primary,124.74,1635.02,17.76
NUPIN014,3174,Primary,33.18,1718.03,18.03
NUPIN106,3174,Primary,17.06,1679.63,18.08
NUPIN160,3174,Primary,36.02,1681.18,18.07
NUTUC117,3174,Primary,128.25,1855.67,16.77
NUWED065,3174,Primary,136.17,1558,17.93
PHWS2W04,3174,Primary,12.01,1586.85,18.36
PM83H055,3174,Primary,21.82,1698.26,18.05
PM83H056,3174,Primary,32.06,1713.27,18.02
PM83H072,3174,Primary,52.93,1737.07,17.98
PM83N052,3174,Primary,41.23,1722.36,17.94
PM83N087,3174,Primary,37.71,1675.53,18.11
PM83N103,3174,Primary,62.5,1753.37,18
PM83X050,3174,Primary,46.88,1716.45,18.01
PMCSERP1,3174,Primary,26.02,1497.42,17.08
PPKMLL03,3174,Primary,65.29,1357.01,17.42
RPD28T6,3174,Primary,86.07,1303.53,16.43
TAR01A7V,3174,Primary,90.95,1196.94,16.69
TV03008A,3174,Primary,153.96,1531.29,17.37
TV03010A,3174,Primary,142.09,1581.2,17.26
UNE05038,3174,Primary,197.34,1841.44,18.26
UNE05067,3174,Primary,192.69,2048.31,18.33
WAR51HSR,3174,Primary,40.77,1563.48,19.07
WLG07J7V,3174,Primary,55.7,1502.16,18.15
WLG12F1L,3174,Primary,29.15,1522.9,18.54
YBNP46,3174,Primary,113.82,1369.09,18.14
AC14_004,3174,Primary,128.59,1425.41,17.72
AC14_101,3174,Primary,60.41,1693.63,18.59
BRC11J5M,3174,Primary,208.77,1768.98,17.77
BRC14J5C,3174,Primary,127.7,1547.29,18.25
BUI05D3U,3174,Primary,133.97,1712.65,18.29
HNB23R8U,3174,Primary,331.63,1904.45,17.5
HNB48R5M,3174,Primary,270.78,2237.63,17.69
HNB49R4U,3174,Primary,299.83,2175.25,17.86
HNB51B7M,3174,Primary,262.76,2076.77,18.24
HNB52R4M,3174,Primary,289.93,2132.67,18.16
LRN23T4U,3174,Primary,280.06,1546.31,16.82
PLL13A4F,3174,Primary,74.02,1262.75,18.19
PLL30J7V,3174,Primary,77.7,1320.03,17.93
PTM03O8L,3174,Primary,31.6,1507.7,17.06
SWAIN2_18,3174,Primary,47.32,1416.63,18.46
SWAIN2_19,3174,Primary,40.97,1416,18.45
SWAIN2_28,3174,Primary,35.93,1416.21,18.43
SWAIN712_01,3174,Primary,44.78,1415.61,18.28
SWAIN712_04,3174,Primary,53.41,1420.23,18.19
SWAIN713_14,3174,Primary,46.09,1412.56,18.34
SWAIN713_24,3174,Primary,61.1,1416.64,18.3
BRC60J3U,3174,Primary,284.29,1796.65,17.76
GIB15A0F,3174,Secondary,47.46,1359.53,18.64
NUPIN007,3174,Secondary,16.17,1698.08,18.06
PPYAR002,3174,Secondary,98.2,1351.69,18.01
PPYAR003,3174,Secondary,36.84,1304.46,18.25
PUWAY001,3174,Secondary,132.45,1552.46,17.3
PUWAY005,3174,Secondary,167.4,1623.4,16.97
PUWAY010,3174,Secondary,137.23,1488.08,17.61
ACA_DM1A,3176,Primary,51.99,947.55,16.76
ACA_DM1B,3176,Primary,48.2,947.95,16.75
ACA_DM2A,3176,Primary,57.81,949.59,16.75
ACA_DM3B,3176,Primary,60.6,950.43,16.73
ACA_DM4A,3176,Primary,52.05,951.22,16.76
ACA_DM8B,3176,Primary,51.83,943.01,16.78
BHSC100,3176,Primary,156.61,1048.11,16.2
BHSC59,3176,Primary,56.33,949.28,16.75
BHSC60,3176,Primary,76.53,969.53,16.59
BHSC99,3176,Primary,74.38,937.73,16.66
BRK81H7U,3176,Primary,113.53,1278.36,16.7
BTNK1Q07,3176,Primary,59.42,1018.8,16.59
CAM67HAV,3176,Primary,53.24,891.15,16.61
COMM_08,3176,Primary,52.69,1117.6,16.83
DDSG101,3176,Primary,39.01,1244.74,16.68
HOR015,3176,Primary,147.88,1114.04,16.44
HOR03WPM,3176,Primary,165.62,1257.08,16.34
HRN029,3176,Primary,158.08,1205.68,16.19
HRN53H3L,3176,Primary,25.83,1277.44,16.42
HRN65H3L,3176,Primary,119.64,1124.83,16.34
HRN80DUR,3176,Primary,144.25,1067.52,16.26
HRN82Q02,3176,Primary,154.27,1184.13,16.24
HRN89Q09,3176,Primary,151.19,1189.08,16.25
HRN95W4M,3176,Primary,124.13,1204.82,16.22
IR01,3176,Primary,59.19,1183.19,16.82
LCLGA_01,3176,Primary,37.98,1186.56,16.85
LCLGA_17,3176,Primary,32.36,1158.61,16.94
LCLGA_25,3176,Primary,55.08,1158.87,16.96
LCLGA_26,3176,Primary,52.71,1177.77,16.85
LCLGA_28,3176,Primary,26.07,1121.68,17.03
LCNP02,3176,Primary,84.96,1142.43,16.44
LCNP06,3176,Primary,68.93,1129.92,16.56
LCNP08,3176,Primary,59.96,1109.49,16.74
LCNP49A,3176,Primary,19.48,1165.94,16.82
MIDCK_12,3176,Primary,9.42,1215.26,16.87
MNVF2H1U,3176,Primary,91.46,1278.51,16.4
NSYD_B5,3176,Primary,24.59,1149.28,17.07
NSYD_P1,3176,Primary,13.97,1194.71,17
NSYD_P2,3176,Primary,33.6,1262.37,16.61
PHCE5N4L,3176,Primary,40.25,1189.04,16.78
PRR12RYD,3176,Primary,61.07,1100.72,16.72
PRR17H2M,3176,Primary,114.13,1085.41,16.43
PRR48H3L,3176,Primary,84.24,1022.42,16.51
PRR51_8L,3176,Primary,37.16,954.63,16.94
PRR57,3176,Primary,17.43,1098.32,16.95
ROFE-05,3176,Primary,102.29,1201.94,16.47
ROFE-07,3176,Primary,84.97,1175.67,16.67
SHEL_06,3176,Primary,148.41,1217.53,16.46
SHEL_07,3176,Primary,140.97,1209.46,16.52
SHEL-03,3176,Primary,108.29,1201.69,16.56
SHEL-08,3176,Primary,131.51,1215.29,16.48
SMI_PH01,3176,Primary,51.69,1130.54,16.64
SMI_PH07,3176,Primary,106.27,1139.63,16.43
SMI_PH13,3176,Primary,63.16,1084.87,16.73
SMI_PH14,3176,Primary,131.32,1121.44,16.28
SSFL212,3176,Primary,26.31,1153.93,16.64
SSSG302,3176,Primary,42.85,1110.87,16.96
STIFSSG1,3176,Primary,145.21,1260.94,16.34
STIFTYP3,3176,Primary,159.51,1264.27,16.24
SYD11H2L,3176,Primary,33.71,1251.65,16.63
TIFM1,3176,Primary,108.72,1202.45,16.61
WAIT_BB02,3176,Primary,152.74,1165.58,16.22
WAIT_BB03,3176,Primary,129.47,1143.06,16.29
WAIT_BB05,3176,Primary,85.93,949.08,16.59
WAIT_BB13,3176,Primary,108.79,1168.49,16.13
DPCK005,3176,Primary,145.39,1143.07,16.25
HRN81Q01,3176,Secondary,149.65,1183.04,16.24
HRN86Q06,3176,Secondary,157.81,1157.6,16.34
HRNB2A7V,3176,Secondary,11.86,1170,16.8
PRR62,3176,Secondary,20.42,1086.43,17.05
BA148_19,3176,Secondary,70.21,929.43,16.68
SMI_PH11,3176,Secondary,74.96,1103.11,16.62
MBH30J6L,3177,Primary,49.24,1686.6,18.36
TYL01J2V,3177,Primary,62.45,1534.75,18.46
TYL07J4M,3177,Primary,73.5,1493.92,18.51
TYL09J5U,3177,Primary,82.69,1492.56,18.52
WNPFF77,3178,Primary,1084.45,1348.59,12.47
NEF4025,3179,Primary,488.36,1343.96,15.86
CLIFPK24,3180,Primary,115.7,1144.77,17.61
FF_ALL025,3180,Primary,16.13,1523.42,18.66
GBB12J1L,3180,Primary,62.96,1445.58,17.79
NEF1081,3180,Primary,65.75,1264.24,18.42
TCB09J3L,3180,Primary,49.25,1276.08,18.35
TYN-009,3180,Primary,40.76,1214.79,18.54
AC14_035,3180,Primary,30.46,1192.67,18.55
AC14_043,3180,Primary,89.27,1270.81,18.27
AC14_051,3180,Primary,76.82,1189.77,18.16
AC14_022,3180,Primary,72.94,1261.09,17.91
AC14_044,3180,Primary,66.97,1231.43,18.61
AC14_045,3180,Primary,59.67,1226.13,18.65
BLX03J3L,3180,Primary,65.76,1213.18,18.06
PLL25J5V,3180,Primary,86.63,1289.4,17.82
PV4_11,3180,Primary,45.8,1114.77,18.45
PV4_13,3180,Primary,94.94,1254.51,17.87
RRK18A6F,3180,Primary,74.26,1346.77,18
TCB13J4L,3180,Primary,19.57,1196.25,18.54
AC14_038,3180,Secondary,186.93,1344.93,17.42
PV4_04,3180,Secondary,61.06,1141.79,18.36
TCB14A6F,3180,Secondary,27.8,1198.83,18.57
NRAC651,3180,Secondary,22.66,1026.98,18.1
1NIM1,3181,Primary,510.78,859.26,11.99
1WAN1,3181,Primary,373.36,1013.16,13.08
2BUR09S,3181,Primary,254.96,902.64,13.3
2WYN01N,3181,Primary,440.82,943.77,12.19
3BEG02S,3181,Primary,80.22,842.13,14.61
3BEG03W,3181,Primary,46.84,842.21,14.6
3BEG05S,3181,Primary,138.15,887.6,14.19
3BEG06S,3181,Primary,89.52,879.96,14.24
3BEG07E,3181,Primary,92.8,878.55,14.26
3BEG10S,3181,Primary,79.18,886,14.31
3BEG11G,3181,Primary,74.3,889.12,14.28
3BRO05S,3181,Primary,164.79,963.43,14.13
4BEM12S,3181,Primary,126.07,792.79,13.93
4BEM16S,3181,Primary,124.54,782.86,13.99
4BEM3S,3181,Primary,140.89,776.63,14.01
4BEM5S,3181,Primary,219.97,840.84,13.68
4BRO11S,3181,Primary,124.59,996.02,14.25
4BRO12E,3181,Primary,214.92,996.78,14.05
4BRO2G,3181,Primary,118.38,995.64,14.01
4BRO6E,3181,Primary,199.48,1009.49,13.71
4COB2S,3181,Primary,182.07,1021.33,13.94
4COB3S,3181,Primary,189.58,1022.63,13.88
4COB4S,3181,Primary,169.8,1019.91,14.06
4COB5S,3181,Primary,179.17,1020.27,14.04
4COB6W,3181,Primary,156.99,1015.13,14.1
4COB7E,3181,Primary,148.3,1012.74,14.16
4COB8W,3181,Primary,139.34,1012.59,14.15
4COB9W,3181,Primary,125.57,1009.27,14.28
5COO2N,3181,Primary,328.93,865.58,12.6
5WOL12N,3181,Primary,146.01,897.87,14.02
6BUR10N,3181,Primary,232.18,863.3,13.19
6BUR12E,3181,Primary,230.69,887.83,13
6BUR13E,3181,Primary,208.71,862.87,13.31
6BUR1W,3181,Primary,296.99,877.14,12.95
6BUR4E,3181,Primary,345.1,903.05,12.8
6PUE2N,3181,Primary,320.02,990.69,13.24
6WYN1W,3181,Primary,289.95,938.26,13.09
6WYN2W,3181,Primary,219.94,906.11,13.28
6WYN5N,3181,Primary,270.42,929.1,13.22
6WYN6S,3181,Primary,198.5,863.78,13.55
6YG01W,3181,Primary,328.71,878,13.16
6YOW1S,3181,Primary,298.21,979.09,13.51
6YOW2W,3181,Primary,388.55,997.93,13.21
CDE10O0F,3181,Primary,56.93,927.42,14.71
ED21077,3181,Primary,272.1,855.35,13.12
ED21084,3181,Primary,210.39,988.66,13.35
EDN004AG,3181,Primary,163.42,845.04,13.52
4COB1N,3181,Primary,182.05,1021.78,13.92
6BUR11N,3181,Primary,209.69,846.54,13.35
PMWYND01,3181,Primary,153.21,813.78,13.77
JMBEG01,3181,Primary,28.65,880.8,14.56
JMBEM01,3181,Primary,227.17,937.86,13.55
JMBEM06,3181,Primary,224.52,937.24,13.57
JMBIA15,3181,Primary,282.38,1046.91,13.65
JMBIA18,3181,Primary,270.96,1053.72,13.59
JMBRO02,3181,Primary,218.91,1009.81,13.68
JMBRO09,3181,Primary,104.76,1030.91,14.39
JMBRO11,3181,Primary,189.66,1018.96,13.95
JMCAN01,3181,Primary,263.09,957.77,13.3
JMCAN03,3181,Primary,211.48,936.88,13.37
JMCAN04,3181,Primary,180.26,892.68,13.58
JMCOB03,3181,Primary,168.13,1027.9,14.04
JMCOB05,3181,Primary,227.86,1023.04,13.67
JMCOO23,3181,Primary,266.72,875.59,13.2
JMCOO24,3181,Primary,218.83,894.52,13.03
JMCOO32,3181,Primary,141.98,819.8,13.74
JMCOO35,3181,Primary,210.34,850.19,13.43
JMGLE01,3181,Primary,437.69,863.86,12.24
JMGLE02,3181,Primary,384.22,841.3,12.69
JMKOO22,3181,Primary,153.67,1004.41,14.16
JMTYU27Z,3181,Primary,232.31,888.93,13.3
JMTYU37Z,3181,Primary,240.12,974.76,13.47
JMWAD10,3181,Primary,177.98,971.16,14.03
JMWAD12,3181,Primary,219.77,981.09,13.88
JMWAD13,3181,Primary,236.26,982.73,13.64
JMWAD14,3181,Primary,269.27,984.66,13.5
KAI013G,3181,Primary,268.09,882.44,13.85
LOCHIEL3,3181,Primary,130.89,892.33,13.93
NGH07O3C,3181,Primary,220.95,969.92,14.11
PMBURR06,3181,Primary,305.96,938.12,12.77
PMBURR09,3181,Primary,117.37,831.58,13.89
PMBURR10,3181,Primary,124.24,852.17,14.05
PMBURR12,3181,Primary,58.66,847.09,14.33
PMBURR13,3181,Primary,136.42,808.6,13.84
PMEDEN04,3181,Primary,78.52,865.6,14.4
PMWYND02,3181,Primary,149.68,821.12,13.73
PMWYND04,3181,Primary,255.03,882.64,13.26
PMWYND07,3181,Primary,259.19,941,13.15
QFS111,3181,Primary,200.65,859.96,13.75
SZ21107,3181,Primary,429.24,844.01,13.13
SZ22019G,3181,Primary,137.81,949.44,14.15
SZ22327G,3181,Primary,121.76,974.51,14.34
SZ22328M,3181,Primary,160.98,985.45,14.17
SZ22329M,3181,Primary,165.7,989.59,14.06
SZ22331M,3181,Primary,242.56,1024.19,13.85
SZ22332M,3181,Primary,242.23,1023.47,13.87
SZ22344G,3181,Primary,179.45,971.92,14.09
SZ22364M,3181,Primary,170.24,957.3,14.69
SZ22416M,3181,Primary,121.07,997.2,14.61
SZ24011G,3181,Primary,265.33,923.29,13.39
WDL06G6V,3181,Primary,281.48,983.38,13.59
WNM03A0F,3181,Primary,153.71,816.49,13.74
ARA005G,3181,Secondary,450.07,903.89,12.72
DEUA0073,3181,Secondary,181.46,1024.28,14
4BEM8G,3181,Secondary,139.58,805.99,13.85
6OPP111,3181,Secondary,140.46,876.72,13.91
1KIA5,3182,Primary,8.28,860.52,14.59
1NAD14,3182,Primary,22.55,913.92,14.45
1NAD17,3182,Primary,9.69,899.39,14.63
1NAD4,3182,Primary,18.25,906.43,14.59
1NAD6,3182,Primary,33.38,923.52,14.42
2KIA03F,3182,Primary,32.04,847.08,14.58
EDN009CG,3182,Primary,38.73,858.99,14.45
JMNA112,3182,Primary,7,915.28,14.47
JMNA114,3182,Primary,3.16,905.1,14.61
1NUN14,3183,Primary,663.16,1185.88,10.17
1WYN1,3183,Primary,370.38,964.65,12.42
1WYN7,3183,Primary,460.84,1078.13,12.16
2BUR11F,3183,Primary,211.54,892.12,13.48
DBNULL64,3183,Primary,390.66,1074.15,12.26
EDN004AM,3183,Primary,301.03,892.49,13.15
EDN004AR,3183,Primary,421.15,975.06,12.48
JINGO07,3183,Primary,271.25,931.63,13.18
JMPP205,3183,Primary,273.91,917.87,13.26
EW022,3183,Primary,295,963.95,12.82
JINGO45,3183,Primary,366.4,1007.15,12.62
JINGO55,3183,Primary,274.34,922.59,13.18
JMTYU39Z,3183,Primary,247.72,998.84,13.3
JMTYU48Z,3183,Primary,394.64,1089.85,12.24
JMTYU64Z,3183,Primary,413.36,1065.11,12.33
JMTYU76Z,3183,Primary,376.08,1047.69,12.46
EW019,3183,Secondary,379.03,1006.1,12.32
2BUR07W,3183,Secondary,353.79,955.41,12.93
1NAR11,3184,Primary,88.02,962.59,14.14
1PAM6,3184,Primary,149.27,894.91,13.85
1TIM16,3184,Primary,144.92,996.46,13.59
1TIM17,3184,Primary,121.7,984.24,13.87
1TIM5,3184,Primary,64.14,1004.37,14.14
1TIM9,3184,Primary,116.24,1005.56,13.75
DBNULL30,3184,Primary,179.56,938.87,13.58
EDN010BG,3184,Primary,107.13,957.33,14
JMNA166,3184,Primary,42.76,898.24,14.48
JMNA167,3184,Primary,45.01,901.29,14.46
JMNA173,3184,Primary,81.6,909.9,14.31
KIA01D0F,3184,Primary,101.14,920.24,14.13
KIA02D1L,3184,Primary,68.97,894.04,14.33
KIA03D5V,3184,Primary,104.83,915.87,14.18
KIA13O8M,3184,Primary,129.98,938.14,13.97
KIA14O5V,3184,Primary,115.09,920.53,14.13
MTI04G6V,3184,Primary,323.64,979.75,12.56
NRB02D0F,3184,Primary,81.69,982.11,14.11
NRB03G0F,3184,Primary,45.41,903.09,14.45
NRB09A8F,3184,Primary,77.03,944.4,14.2
NRB13Q6S,3184,Primary,55.57,918.92,14.38
TLL03A0F,3184,Primary,96.3,994.17,13.98
TLL06A8V,3184,Primary,107.15,980.15,13.97
MTI08G5M,3184,Secondary,350.89,981.48,12.42
JINGO41,3184,Secondary,299.29,970.07,12.99
JMNA109,3184,Secondary,34.5,892.37,14.47
1NAD9,3185,Primary,10.82,916.61,14.49
1TIM18,3185,Primary,122.08,989.73,13.82
1WYN10,3185,Primary,235.81,899.19,13.34
6WYN3S,3185,Primary,296.28,966.58,13.07
BGO02O0F,3185,Primary,18.41,961.3,14.88
DBNULL44,3185,Primary,171.77,933.5,13.64
DBNULL48,3185,Primary,148.73,903.8,13.88
EDN007BG,3185,Primary,66.72,996.3,14.61
EDN009AG,3185,Primary,4.93,862.07,14.67
EDN012CG,3185,Primary,118.47,969.18,13.73
EDN018AG,3185,Primary,256.51,966.78,13.33
EDN018BG,3185,Primary,125.57,952.93,14.02
EDN026BG,3185,Primary,16.73,869.76,14.63
EDN02A0F,3185,Primary,13.14,877.42,14.53
EDN03A0F,3185,Primary,16.92,864.74,14.65
EDN04D2F,3185,Primary,42.28,878.52,14.49
EDN05O7F,3185,Primary,28.98,868.94,14.55
EDN06O0F,3185,Primary,19.07,878.71,14.45
EDN07Q0F,3185,Primary,6.94,853.11,14.7
JINGO37,3185,Primary,234.13,897.06,13.35
JMBIA19,3185,Primary,55.56,1003.37,14.61
JMKOO30,3185,Primary,79.23,990.57,14.6
JMTYU68Z,3185,Primary,28.01,840.15,14.57
JMWAA14,3185,Primary,286.26,963.57,12.71
KIA04O0F,3185,Primary,15.07,873.2,14.58
KIA05A0F,3185,Primary,14.55,873.43,14.59
KIA06A0F,3185,Primary,64.67,911.16,14.33
KIA07A0F,3185,Primary,61.11,925.51,14.25
KIA08O0F,3185,Primary,17.55,870.82,14.57
KIA09O0F,3185,Primary,20.93,880.98,14.46
KIA10O3V,3185,Primary,36.62,898.41,14.24
KIA11O3L,3185,Primary,30.61,871.93,14.44
MTI01A0F,3185,Primary,217.03,946.38,13.38
MTI02A0F,3185,Primary,316.45,958.1,12.6
JINGO04,3185,Primary,286.17,953.05,13.03
TLL07G1F,3185,Primary,316.35,999.39,12.57
NDG02D0F,3185,Primary,45.26,996.3,14.25
NRB01D0F,3185,Primary,65.49,940.2,14.31
NRB04G0F,3185,Primary,44.76,904.4,14.46
NRB05G0F,3185,Primary,54.96,918.06,14.34
NRB06Q0F,3185,Primary,52.26,912.58,14.46
NRB07Q0F,3185,Primary,55.43,929.66,14.38
NRB08A0F,3185,Primary,100.03,960.14,14.04
NRB10A2F,3185,Primary,48.65,919.31,14.39
PMB01R1F,3185,Primary,24.47,872.78,14.56
PMB02R5F,3185,Primary,21.32,856.58,14.56
PMB03R0F,3185,Primary,33.93,855.17,14.53
PMB04O0F,3185,Primary,56.82,874.22,14.34
PMB05R0F,3185,Primary,28.04,858.93,14.55
PMB06R0F,3185,Primary,30.43,867.45,14.5
PMB07A0F,3185,Primary,101.52,862.71,14.07
PMB08A0F,3185,Primary,63.49,849.39,14.31
PMB10D3L,3185,Primary,150.58,875.43,13.89
PMB11A4F,3185,Primary,72.25,866.52,14.18
PMB12D5L,3185,Primary,89.52,870.73,14.07
PMBURR11,3185,Primary,122.17,854.15,14.02
PMBURR15,3185,Primary,43.87,870.77,14.24
PMEDEN01,3185,Primary,59.15,850.25,14.51
PMPAMB01,3185,Primary,87.65,853.36,14.19
TLL01A0F,3185,Primary,102.1,988.36,13.95
TLL04A2V,3185,Primary,36.91,976.77,14.36
WYN01O2F,3185,Primary,202.97,924.57,13.52
1NAD15,3185,Secondary,11.49,901.3,14.57
6OPP103,3185,Secondary,379.04,1021.73,12.69
6EDE01F,3186,Primary,4.76,854.06,14.72
EDE01Q0F,3186,Primary,3.56,850.99,14.75
EDE02Q0F,3186,Primary,2.43,851.8,14.74
PMEDEN02,3186,Secondary,9.02,854.79,14.7
BMN08O2L,3187,Primary,190.09,1050.7,14.66
BMN10O7F,3187,Primary,152.64,1130.77,14.82
COR008LQ,3187,Primary,133.05,1042.78,15.03
COR042LQ,3187,Primary,111.18,1075.63,15.34
COR043LQ,3187,Primary,94.21,1084.53,15.25
CUR009LQ,3187,Primary,360.72,1061.05,13.94
JAP7BSE,3187,Primary,435.09,1080.68,13.67
SZ23093M,3187,Primary,273.48,1215.46,14.4
SZ21027G,3187,Primary,86.35,1265.86,15.09
SZ21072M,3187,Primary,98.24,1224.28,15.41
SZ22088G,3187,Primary,76.67,1268.92,15.38
SZ22089M,3187,Primary,94.55,1272.25,15.35
SZ22092M,3187,Primary,437.77,1054.18,13.22
SZ22093G,3187,Primary,47.63,1146.26,15.62
SZ22277G,3187,Primary,96.15,1119.21,15.34
SZ22278M,3187,Primary,98.58,1124.35,15.2
SZ23073,3187,Primary,152.86,1053.68,14.99
SZ23088,3187,Primary,153.22,1191.45,15.18
SZ24074G,3187,Primary,121.93,1098.73,14.87
SZ24075M,3187,Primary,174.63,1093.37,15.12
SZ24076G,3187,Primary,263,1035.02,14.16
SZ24078M,3187,Primary,271.74,1038.58,14.14
SZ24273G,3187,Primary,77.14,1210.26,15.39
SZ24282M,3187,Primary,330.65,1165.13,14.68
SZ24283M,3187,Primary,127.51,1215.8,15.09
END010HQ,3187,Secondary,594.8,1077.19,13.23
SZ23094,3187,Secondary,233.69,1210.23,14.97
ARA01O7L,3188,Primary,111.25,1075.68,14.42
BGO03A0F,3188,Primary,44.28,1000.93,14.63
BGO05A0F,3188,Primary,24.25,977.78,14.75
BMG01A0F,3188,Primary,7.32,970.24,14.95
BMG03O5F,3188,Primary,19.51,967.4,15.02
BMG07A0F,3188,Primary,21.92,980.39,14.87
BMN01O0F,3188,Primary,44.85,1123.5,15.65
BMN03O0F,3188,Primary,40.19,1156.29,15.56
BMN04O0F,3188,Primary,63.65,1121.26,15.37
BMN05A0F,3188,Primary,38.67,1151.42,15.65
BMN06A0F,3188,Primary,49.95,1107.52,15.51
BMN07O0F,3188,Primary,100.25,1105.71,15.06
BNPSD06,3188,Primary,93.15,1106.3,15.22
BNPSD08,3188,Primary,90.99,1106.58,15.22
BOD08A0F,3188,Primary,14.08,1022.8,15.01
BOD09O7L,3188,Primary,7.51,1014.76,15.05
BOD11A0F,3188,Primary,6.47,1024.42,15.05
BOD12A0F,3188,Primary,11.2,1021.39,15.08
BOD14O0F,3188,Primary,42.35,1046.68,14.82
BOD15O0F,3188,Primary,32.11,1038.89,14.93
BOD31S3C,3188,Primary,16.16,1012.21,15.1
BOD57U0F,3188,Primary,12.38,1011.52,15.05
BRO01P8L,3188,Primary,191.33,1044.72,14.46
BUM09D5V,3188,Primary,51.69,1061.67,15.08
CBG01O0F,3188,Primary,22.73,976.93,14.86
CDE01O7L,3188,Primary,28.19,980.1,14.95
CDE02D0F,3188,Primary,42.33,989.59,14.7
CDE05O7L,3188,Primary,45.05,977.29,14.69
CDE08O7F,3188,Primary,81.47,963.46,14.61
CDE09O7F,3188,Primary,57.24,981.7,14.78
CRG01A0F,3188,Primary,71.47,1070.7,15.26
CULSUS16Z13P3,3188,Primary,23.03,1144.22,16.3
CUW02P0F,3188,Primary,28.9,1150.64,15.26
CUW03P3L,3188,Primary,62.9,1089.79,15.15
CUW04O7L,3188,Primary,17.6,1179.51,15.3
CUW05O0F,3188,Primary,114.94,1136.21,15.06
DEUA0004,3188,Primary,121.71,1042.89,14.88
JMBER03,3188,Primary,4.04,965.55,15.04
JMBIA10,3188,Primary,115.22,1032.36,14.43
JMGUL07,3188,Primary,3.3,963.44,15.04
JMKOO12,3188,Primary,187.39,993.29,14.17
JMKOO13,3188,Primary,103.77,964.42,14.43
JMKOO21,3188,Primary,241.25,1028.87,13.8
JMKOO23,3188,Primary,43.2,975.29,14.8
JMKOO24,3188,Primary,41.03,968.28,14.9
JMKOO36,3188,Primary,98.4,977.21,14.38
JMMIM07,3188,Primary,14.11,956.32,14.8
KIO03O0F,3188,Primary,28.91,1223.5,15.51
MIL011LQ,3188,Primary,28.22,1192.53,15.92
